,"('act', '{<QualifiedName: collabmap:CompletionVerification>}')","('act', '{<QualifiedName: collabmap:RouteIdentification>}')","('act', '{<QualifiedName: collabmap:RouteVerification>}')","('ent', '{<QualifiedName: collabmap:Route>}')","('ent', '{<QualifiedName: collabmap:RouteSet>}')","('ent', '{<QualifiedName: collabmap:Vote>}')","[('der', 'gen'), ('der', 'usd'), (('ent', '{<QualifiedName: collabmap:Route>}'), ('ent', '{<QualifiedName: collabmap:Route>}'))]","[['der', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')], ['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:CompletionVerification>}')]]","[['der', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['gen', ('act', '{<QualifiedName: collabmap:RouteIdentification>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:Route>}')], ['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')], ['usd', ('ent', '{<QualifiedName: collabmap:Route>}')]]","[['usd', ('ent', '{<QualifiedName: collabmap:RouteSet>}')]]",label
2814,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2815,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2816,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2817,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2818,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2819,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2820,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2821,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2822,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2823,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2824,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2825,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2826,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2827,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2828,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2829,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2830,9,2,10,3,4,39,28,15,1,2,25,2,9,2,21,3,1,11,Trusted
2831,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2832,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2833,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
2834,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2835,5,2,5,3,3,20,12,11,1,2,12,2,5,2,12,1,1,7,Trusted
2836,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2837,14,4,14,5,10,61,47,25,2,4,39,2,14,4,31,3,1,18,Trusted
2838,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2839,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2840,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2841,5,2,5,3,3,20,12,11,1,2,12,2,5,2,12,1,1,7,Trusted
2842,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2843,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2844,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2845,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2846,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2847,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2848,8,2,8,3,4,27,13,8,2,2,15,2,8,2,12,7,1,10,Trusted
2849,6,1,6,2,3,20,13,9,1,1,12,2,6,1,13,5,1,7,Trusted
2850,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2851,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2852,7,2,7,3,3,26,16,13,1,2,16,2,7,2,16,3,1,9,Trusted
2853,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2854,3,1,3,2,2,10,5,6,1,1,5,2,3,1,7,2,1,4,Trusted
2855,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2856,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2857,9,2,9,3,4,35,24,15,1,2,22,2,9,2,20,3,1,11,Trusted
2858,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2859,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2860,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2861,4,1,4,2,2,17,11,7,1,1,7,2,4,1,9,3,1,5,Trusted
2862,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2863,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
2864,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2865,8,2,8,3,4,27,17,13,1,2,15,2,8,2,17,3,3,10,Trusted
2866,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
2867,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2868,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2869,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2870,8,1,8,2,3,32,23,11,1,1,14,2,8,1,17,5,3,9,Trusted
2871,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2872,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
2873,5,0,5,1,2,17,12,4,0,0,5,2,5,0,9,0,5,5,Trusted
2874,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2875,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2876,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2877,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2878,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2879,7,1,7,2,3,24,16,10,1,1,9,2,7,1,15,2,5,8,Trusted
2880,13,3,13,4,9,58,35,7,2,3,24,2,13,3,14,10,3,16,Uncertain
2881,4,1,4,2,2,17,11,7,1,1,7,2,4,1,9,3,1,5,Trusted
2882,2,1,2,2,2,6,2,5,1,1,2,2,2,1,5,0,2,3,Trusted
2883,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2884,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2885,8,1,9,2,3,36,27,11,1,1,16,2,8,1,18,6,3,9,Trusted
2886,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2887,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2888,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2889,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2890,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2891,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2892,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2893,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
2894,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2895,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2896,5,0,5,1,1,11,5,5,0,0,5,2,5,0,10,0,5,5,Trusted
2897,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2898,3,0,4,1,1,9,5,3,0,0,4,2,3,0,7,0,4,3,Uncertain
2899,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2900,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2901,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2902,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2903,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2904,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2905,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2906,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2907,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2908,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2909,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2910,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2911,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2912,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2913,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2914,0,1,1,2,2,4,2,3,0,1,1,2,0,1,2,0,1,1,Uncertain
2915,1,1,1,2,2,4,1,4,1,1,1,2,1,1,3,0,1,2,Trusted
2916,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2917,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2918,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2919,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2920,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2921,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2922,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2923,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2924,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2925,3,0,3,1,1,13,9,3,0,0,3,2,3,0,6,0,3,3,Trusted
2926,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2927,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2928,1,0,1,1,1,5,3,1,0,0,1,2,1,0,2,0,1,1,Trusted
2929,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,Uncertain
2930,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2931,3,1,3,2,2,14,9,6,1,1,3,2,3,1,7,0,3,4,Trusted
2932,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2933,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
2934,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2935,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2936,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2937,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2938,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2939,8,4,8,5,6,39,27,20,1,4,25,2,8,4,20,1,1,12,Trusted
2940,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2941,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2942,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2943,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2944,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2945,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2946,4,0,4,1,1,9,4,4,0,0,4,2,4,0,8,0,4,4,Trusted
2947,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2948,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2949,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2950,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2951,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2952,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2953,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2954,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2955,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2956,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2957,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2958,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2959,12,2,12,3,5,47,34,17,1,2,30,2,12,2,25,4,1,14,Trusted
2960,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2961,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2962,3,1,3,2,2,10,5,6,1,1,5,2,3,1,7,2,1,4,Trusted
2963,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2964,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2965,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2966,3,1,3,2,2,9,4,6,1,1,4,2,3,1,7,1,2,4,Trusted
2967,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2968,6,2,6,3,3,23,14,12,1,2,14,2,6,2,14,2,1,8,Trusted
2969,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2970,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2971,3,1,3,2,2,10,5,6,1,1,5,2,3,1,7,2,1,4,Trusted
2972,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2973,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
2974,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2975,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2976,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2977,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2978,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2979,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2980,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2981,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2982,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2983,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2984,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2985,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2986,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2987,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2988,5,2,5,3,3,20,12,11,1,2,12,2,5,2,12,1,1,7,Trusted
2989,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2990,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2991,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2992,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
2993,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2994,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2995,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
2996,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2997,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
2998,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
2999,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3000,7,2,7,3,3,25,15,13,1,2,15,2,7,2,16,2,2,9,Trusted
3001,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3002,4,1,4,2,2,12,6,7,1,1,6,2,4,1,9,2,2,5,Trusted
3003,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
3004,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3005,5,1,5,2,2,20,13,8,1,1,8,2,5,1,11,3,2,6,Trusted
3006,5,1,5,2,3,23,17,8,1,1,8,2,5,1,11,3,2,6,Trusted
3007,5,2,5,3,4,18,11,11,2,2,10,2,5,2,12,4,1,7,Trusted
3008,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3009,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3010,11,1,11,2,4,44,33,13,1,1,19,2,11,1,22,7,4,12,Trusted
3011,5,0,5,1,2,22,17,4,0,0,5,2,5,0,9,0,5,5,Trusted
3012,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
3013,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
3014,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3015,3,4,4,5,5,14,5,11,2,4,5,2,3,4,8,1,3,7,Uncertain
3016,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3017,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3018,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3019,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3020,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3021,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3022,7,2,7,3,3,25,15,13,1,2,15,2,7,2,16,2,2,9,Trusted
3023,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3024,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3025,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
3026,2,1,2,2,2,6,2,5,1,1,2,2,2,1,5,0,2,3,Trusted
3027,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3028,6,2,6,3,4,20,12,12,2,2,11,2,6,2,14,4,2,8,Trusted
3029,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3030,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3031,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3032,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3033,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3034,6,2,6,3,3,23,14,12,1,2,14,2,6,2,14,2,1,8,Trusted
3035,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3036,0,0,1,1,1,3,2,0,0,0,1,2,0,0,1,0,1,0,Uncertain
3037,7,2,7,3,3,25,15,13,1,2,15,2,7,2,16,2,2,9,Trusted
3038,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3039,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
3040,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3041,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3042,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
3043,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3044,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3045,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3046,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3047,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3048,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3049,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3050,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
3051,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3052,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3053,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3054,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
3055,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
3056,1,1,2,2,2,6,3,4,0,1,2,2,1,1,4,0,2,2,Uncertain
3057,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3058,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3059,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3060,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
3061,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3062,1,0,1,1,1,3,1,1,0,0,1,2,1,0,2,0,1,1,Trusted
3063,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
3064,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3065,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3066,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3067,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3068,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3069,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3070,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3071,4,1,5,2,2,12,6,7,1,1,5,2,4,1,10,0,5,5,Trusted
3072,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3073,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
3074,2,1,3,2,2,10,6,5,1,1,5,2,2,1,6,2,1,3,Uncertain
3075,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3076,4,1,5,1,1,11,6,4,0,0,5,2,4,0,10,0,5,5,Trusted
3077,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3078,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
3079,7,1,7,2,3,22,14,9,1,1,12,2,7,1,14,5,2,8,Trusted
3080,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
3081,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3082,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3083,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3084,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3085,2,0,2,1,1,5,2,2,0,0,2,2,2,0,4,0,2,2,Trusted
3086,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3087,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3088,6,1,6,2,2,17,9,9,1,1,9,2,6,1,13,3,3,7,Trusted
3089,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
3090,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3091,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3092,8,2,8,3,5,32,23,14,1,2,19,2,8,2,18,3,1,10,Trusted
3093,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3094,3,0,3,1,1,10,6,3,0,0,3,2,3,0,6,0,3,3,Trusted
3095,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3096,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
3097,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3098,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3099,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3100,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3101,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3102,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3103,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3104,3,0,3,1,1,7,3,3,0,0,3,2,3,0,6,0,3,3,Trusted
3105,7,1,7,2,3,22,14,9,1,1,12,2,7,1,14,5,2,8,Trusted
3106,4,1,4,2,2,13,7,7,1,1,7,2,4,1,9,3,1,5,Trusted
3107,5,1,5,2,2,15,8,8,1,1,8,2,5,1,11,3,2,6,Trusted
