,"('act', '{<QualifiedName: pgo:BallCollection>}')","('act', '{<QualifiedName: pgo:PokemonCapture>}')","('act', '{<QualifiedName: pgo:PokemonDispose>}')","('ent', '{<QualifiedName: pgo:Player>}')","('ent', '{<QualifiedName: pgo:PokemonNormal>}')","('ent', '{<QualifiedName: pgo:PokemonWeak>}')","('ent', '{<QualifiedName: pgo:Pokestop>}')","[('der', 'der'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonNormal>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonNormal>}'))]","[('gen', 'der'), ('usd', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[('gen', 'gen'), ('usd', 'usd'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:PokemonWeak>}'), ('ent', '{<QualifiedName: pgo:Pokestop>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:Player>}'))]","[('usd', 'usd'), ('der', 'der'), (('ent', '{<QualifiedName: pgo:Pokestop>}'), ('ent', '{<QualifiedName: pgo:PokemonWeak>}'))]","[['der', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['der', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', 'usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['gen', ('act', '{<QualifiedName: pgo:BallCollection>}')], ['der', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonCapture>}')], ['inv', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['gen', ('act', '{<QualifiedName: pgo:PokemonDispose>}')], ['der', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', 'der', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Player>}')], ['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonNormal>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:PokemonWeak>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]","[['usd', ('ent', '{<QualifiedName: pgo:Pokestop>}')], ['usd', ('ent', '{<QualifiedName: pgo:Player>}')]]",label
775,7,2,0,10,2,2,11,2,0,0,0,2,2,2,0,1,0,0,2,2,0,7,7,0,0,2,2,0,0,0,1,1,2,1,1,4,0,0,3,Valor
776,7,9,4,21,6,8,13,2,0,0,2,4,2,2,0,1,0,2,2,6,2,6,8,2,2,3,5,1,0,4,2,3,3,2,3,4,2,2,3,Mystic
777,7,4,0,12,4,4,12,0,4,0,0,2,4,2,0,1,0,0,2,2,2,7,7,0,1,4,3,0,0,0,1,2,3,1,1,4,1,1,3,Mystic
778,7,7,2,17,10,4,10,2,2,0,2,0,2,2,0,1,0,1,0,0,2,6,8,0,3,8,1,0,0,2,4,1,2,3,1,4,4,1,3,Mystic
779,6,6,0,13,6,6,11,0,0,0,4,4,4,2,0,1,0,0,2,2,0,6,6,3,1,3,5,0,0,0,3,3,3,2,1,3,1,2,3,Valor
780,4,5,0,10,4,2,8,0,2,0,2,2,0,0,0,0,0,0,0,0,0,3,5,3,0,1,2,0,0,0,2,0,3,1,0,4,1,1,0,Mystic
781,11,6,0,18,4,4,18,2,2,2,2,4,2,0,0,0,0,0,2,0,0,7,15,1,2,3,2,0,0,0,2,2,5,1,1,6,1,1,5,Valor
782,8,4,0,13,0,4,12,0,0,2,0,0,2,2,0,1,0,0,2,2,2,6,10,0,1,0,3,0,0,0,0,2,2,0,1,4,0,1,4,Mystic
783,9,3,0,13,6,0,14,0,4,0,0,6,0,0,0,1,0,0,4,0,0,6,12,4,0,2,0,0,0,0,3,0,4,1,0,5,2,0,4,Valor
784,15,11,6,33,8,4,22,0,2,0,0,0,4,2,0,0,0,0,7,4,2,12,18,3,0,3,3,0,1,6,2,2,5,4,0,8,2,3,7,Mystic
785,9,11,0,21,8,12,13,0,2,6,2,0,2,2,0,0,0,2,2,2,2,5,13,2,3,6,9,0,0,0,2,6,3,0,5,5,4,1,4,Valor
786,11,10,5,27,10,10,17,0,0,2,2,2,4,2,0,1,0,3,6,6,2,8,14,1,3,7,4,2,1,5,4,6,4,5,3,6,2,5,5,Mystic
787,7,5,1,14,0,6,11,0,0,0,2,0,4,0,0,0,0,0,0,4,2,6,8,0,3,0,2,0,1,1,0,4,2,0,2,4,0,2,3,Instinct
788,6,8,3,18,6,6,11,0,2,0,2,2,2,0,0,1,1,1,1,2,0,3,9,1,2,5,2,1,1,3,1,3,3,2,2,2,1,3,4,Mystic
789,8,9,4,22,6,4,14,0,0,0,0,2,2,2,0,1,2,0,2,0,0,6,10,3,0,1,2,1,1,4,4,2,2,4,2,3,1,2,5,Instinct
790,8,4,0,13,0,6,14,0,0,0,4,0,4,2,0,1,0,0,2,2,0,6,10,0,2,0,4,0,0,0,0,2,5,0,1,4,0,2,4,Valor
791,4,7,2,14,4,10,8,0,4,0,0,0,6,0,1,1,0,1,1,4,0,1,7,1,4,2,5,1,0,2,2,3,2,2,2,2,1,4,2,Mystic
792,6,3,0,10,4,0,9,2,2,0,0,0,0,0,0,1,0,0,0,0,2,3,9,3,0,1,0,0,0,0,2,0,1,1,0,5,1,0,1,Mystic
793,8,7,2,18,4,8,14,0,2,0,4,0,2,0,0,1,1,1,2,2,6,3,13,1,4,3,2,1,1,2,1,3,5,1,5,3,1,1,5,Instinct
794,2,2,0,5,0,4,4,0,0,0,2,0,2,2,0,1,0,0,0,0,0,0,4,0,3,0,1,0,0,0,0,1,1,0,1,1,0,1,1,Mystic
795,4,5,0,10,6,4,7,0,2,0,0,2,2,0,0,0,0,0,2,0,0,3,5,3,1,3,3,0,0,0,2,2,2,1,1,4,2,1,0,Valor
796,10,5,0,16,4,4,15,0,0,0,0,4,2,0,0,0,0,0,4,4,0,6,14,1,0,3,4,0,0,0,2,1,4,0,1,5,2,1,5,Mystic
797,8,7,2,18,4,2,12,0,2,0,0,0,2,0,0,1,0,0,4,2,0,3,13,0,2,3,0,0,0,2,1,1,3,1,1,3,2,0,5,Mystic
798,7,5,0,13,4,4,12,0,2,0,0,2,2,0,0,0,0,0,2,2,0,6,8,2,2,2,2,0,0,0,2,2,3,0,2,4,2,0,3,Valor
799,5,5,0,11,4,6,9,0,0,2,2,2,4,0,0,0,0,0,2,2,0,3,7,3,1,1,5,0,0,0,2,3,2,1,1,4,1,2,1,Instinct
800,9,5,1,16,6,4,14,0,2,0,2,0,2,0,0,0,0,0,2,0,2,6,12,2,0,3,4,0,0,1,3,2,4,1,1,5,3,1,4,Mystic
801,10,6,0,17,4,2,17,0,2,0,2,2,2,0,0,0,0,0,2,0,4,5,15,1,0,3,2,0,0,0,2,1,5,1,0,5,1,1,5,Valor
802,11,7,2,21,4,6,19,0,2,0,0,2,4,0,1,1,0,0,3,2,4,6,16,2,2,2,2,1,1,2,2,3,6,1,3,6,1,2,5,Instinct
803,6,5,0,12,0,8,11,0,0,0,4,0,4,0,0,0,0,0,2,2,0,4,8,0,4,0,4,0,0,0,0,3,4,0,1,4,0,3,2,Valor
804,11,15,0,27,8,20,19,0,4,6,6,2,10,0,0,0,0,0,2,4,0,10,12,0,8,8,12,0,0,0,2,10,7,0,6,7,4,4,4,Valor
805,15,13,0,29,2,14,22,2,0,4,0,0,4,0,0,1,0,4,6,4,0,13,17,2,5,0,9,0,0,0,1,7,6,1,3,10,0,4,5,Valor
806,8,8,3,20,6,8,12,0,0,2,0,0,2,0,0,1,0,1,4,4,4,4,12,3,1,2,6,1,0,3,2,2,3,3,4,3,1,1,5,Mystic
807,12,7,0,20,2,8,16,0,0,0,2,2,0,0,0,1,0,4,2,6,2,6,18,2,3,0,5,0,0,0,1,3,3,1,3,7,0,1,5,Valor
808,5,8,0,14,4,10,7,0,0,2,2,0,0,0,0,1,0,2,0,4,2,3,7,1,4,3,6,0,0,0,1,4,1,0,4,1,2,1,4,Valor
809,6,4,0,11,4,2,11,0,2,0,0,2,2,2,0,1,0,0,0,2,0,3,9,2,0,2,2,0,0,0,1,1,3,0,1,4,2,0,2,Valor
810,5,9,4,19,8,0,9,0,2,0,0,0,0,2,0,1,0,0,2,0,2,3,7,3,0,5,0,0,0,4,0,0,3,3,0,1,1,0,4,Mystic
811,9,9,0,19,4,8,14,0,0,2,0,4,4,2,0,1,0,2,4,6,0,6,12,1,2,3,6,0,0,0,2,4,4,0,3,4,2,1,5,Valor
812,10,3,0,14,4,2,17,0,2,0,0,4,0,0,0,1,0,0,6,2,2,6,14,1,2,3,0,0,0,0,2,1,6,0,1,5,2,0,5,Valor
813,4,2,0,7,2,2,8,0,2,0,0,0,2,2,0,1,0,0,0,0,0,2,6,1,2,1,0,0,0,0,1,1,2,0,1,3,1,0,1,Mystic
814,8,5,0,14,2,6,14,0,0,0,4,2,2,0,0,0,0,0,2,0,2,6,10,2,1,0,5,0,0,0,1,3,4,1,0,4,0,3,4,Valor
815,9,6,0,16,0,4,14,0,0,0,0,0,2,0,0,0,0,0,4,2,2,4,14,0,2,0,2,0,0,0,0,1,4,0,1,4,0,1,5,Valor
816,6,8,3,18,4,6,9,0,2,0,0,0,2,0,0,1,0,1,2,2,0,3,9,0,1,4,2,1,2,3,1,3,2,0,4,2,2,2,4,Instinct
817,6,4,0,11,2,4,9,0,0,0,2,0,2,2,0,1,0,0,2,0,0,3,9,2,1,0,3,0,0,0,1,1,2,1,1,4,0,1,2,Instinct
818,6,7,2,16,6,8,11,0,2,0,4,2,6,0,0,1,0,1,2,2,0,3,9,2,2,4,4,2,0,2,2,5,4,2,3,2,1,3,4,Instinct
819,9,4,0,14,2,2,14,2,2,0,0,2,2,2,0,1,0,0,4,2,2,6,12,2,1,0,1,0,0,0,1,1,4,1,0,4,0,1,5,Valor
820,9,8,0,18,4,12,13,2,0,0,4,0,6,0,0,1,1,2,0,6,0,6,12,2,4,2,8,0,0,0,2,5,2,2,3,4,0,3,5,Valor
821,12,8,3,24,4,10,19,0,0,0,4,4,2,0,1,1,1,2,3,4,2,6,18,0,3,3,6,0,1,3,2,4,5,1,4,6,2,2,6,Mystic
822,9,6,0,16,2,4,13,2,0,0,2,0,0,0,0,0,0,2,0,2,0,4,14,1,2,1,2,0,0,0,1,2,2,0,1,4,1,1,5,Valor
823,7,7,2,17,2,8,11,0,0,2,2,0,6,0,0,1,0,0,4,4,0,3,11,1,1,1,6,1,0,2,0,4,3,1,3,3,0,2,4,Mystic
824,6,4,0,11,2,2,10,0,0,0,0,0,2,2,0,1,0,0,4,0,0,3,9,2,1,0,1,0,0,0,1,1,2,1,0,4,0,1,2,Instinct
825,7,7,2,17,4,4,12,0,2,2,2,0,2,0,0,1,0,0,2,0,4,3,11,3,1,1,1,1,1,2,0,2,4,2,2,3,0,2,4,Instinct
826,8,5,0,14,4,4,14,0,0,0,4,0,2,0,0,0,0,0,2,0,2,6,10,1,2,3,2,0,0,0,2,2,4,1,1,4,1,1,4,Mystic
827,6,3,0,10,2,2,11,0,0,0,0,2,2,0,0,1,0,0,2,0,0,3,9,1,1,1,1,0,0,0,1,1,3,0,0,5,1,1,1,Mystic
828,8,11,7,27,8,10,14,0,2,0,2,4,4,2,0,0,0,2,2,6,0,5,11,2,1,2,7,0,2,7,4,4,3,4,2,5,4,5,3,Mystic
829,9,8,0,18,4,8,16,2,2,2,6,4,2,0,0,1,1,0,0,0,2,6,12,3,2,1,6,0,0,0,2,3,5,2,2,4,0,2,5,Valor
830,10,6,2,19,4,6,14,0,0,2,0,0,2,0,0,0,0,2,5,4,2,5,15,2,0,1,6,0,0,2,1,3,2,2,1,5,1,2,5,Mystic
831,14,7,3,25,6,2,21,2,4,0,0,4,0,0,0,1,0,0,4,2,6,8,20,2,0,2,1,0,1,3,3,2,5,2,0,8,3,2,6,Instinct
832,10,9,5,25,6,10,13,2,0,2,0,2,0,2,2,1,0,6,2,6,0,6,14,0,2,6,3,3,2,5,2,6,0,3,3,5,0,7,5,Instinct
833,14,9,5,29,4,8,20,2,0,0,2,2,4,2,1,1,0,2,5,6,2,10,18,0,1,3,3,0,4,5,2,5,4,1,7,6,2,1,8,Instinct
834,9,11,0,21,4,16,15,0,2,4,6,0,8,2,0,0,1,0,0,4,0,5,13,3,4,1,12,0,0,0,1,6,5,2,4,5,0,4,4,Valor
835,6,5,0,12,4,6,11,0,0,0,4,2,6,0,0,0,0,0,2,2,0,4,8,3,1,1,5,0,0,0,2,3,3,1,1,4,1,2,2,Valor
836,8,10,5,24,4,10,15,0,4,0,2,2,4,2,0,1,1,2,3,6,2,6,10,1,2,3,3,2,3,5,1,6,4,1,7,4,1,3,4,Instinct
837,8,1,0,10,0,2,14,0,0,0,2,0,0,0,1,0,0,0,2,0,4,6,10,0,1,0,1,0,0,0,0,0,4,0,0,6,0,1,2,Valor
838,10,10,0,21,2,12,17,0,0,0,6,2,8,2,0,1,1,0,4,4,0,6,14,0,4,2,8,0,0,0,1,5,6,1,4,5,0,2,5,Valor
839,5,8,0,14,8,8,10,0,2,4,2,4,2,0,0,1,0,0,0,0,0,3,7,3,3,5,5,0,0,0,4,4,3,1,4,1,3,0,4,Valor
840,8,9,4,22,4,8,12,0,0,0,0,2,2,2,1,0,1,1,1,4,0,5,11,2,1,2,3,1,3,4,2,4,1,0,6,4,2,2,4,Instinct
841,8,8,3,20,10,4,13,0,0,0,2,8,0,0,0,0,0,2,4,2,0,8,8,2,1,7,1,2,0,3,6,2,3,3,3,5,3,1,3,Instinct
842,8,7,3,19,4,8,14,0,2,0,6,2,2,0,0,0,0,2,0,2,4,8,8,1,1,3,4,2,1,3,1,4,4,2,3,5,0,4,3,Instinct
843,12,9,5,27,6,6,19,0,2,0,0,2,0,0,1,0,0,1,9,4,4,9,15,1,1,3,2,1,2,5,3,4,5,2,5,7,3,1,5,Instinct
844,14,6,2,23,4,8,18,0,0,0,0,0,4,2,0,0,0,2,6,6,2,9,19,2,1,2,5,1,1,2,1,4,3,1,4,7,1,2,7,Instinct
845,7,5,0,13,2,2,13,0,2,0,2,0,0,2,0,1,0,0,2,0,0,7,7,0,2,2,0,0,0,0,1,0,5,1,0,4,0,1,3,Mystic
846,7,6,0,14,2,6,11,0,0,0,0,0,2,2,0,1,0,0,6,4,0,6,8,0,2,2,4,0,0,0,0,3,3,0,1,4,1,2,3,Valor
847,8,7,0,16,6,6,14,0,2,0,0,2,2,2,0,1,1,2,0,2,0,6,10,1,2,5,4,0,0,0,3,2,4,1,1,5,2,2,3,Valor
848,5,4,0,10,2,2,9,0,0,0,0,2,2,2,0,1,0,0,2,2,0,4,6,2,1,0,1,0,0,0,1,1,2,1,1,2,0,0,3,Instinct
849,9,5,0,15,4,4,16,0,2,0,2,2,4,2,0,1,0,0,2,0,0,6,12,2,1,2,3,0,0,0,2,2,6,0,0,6,2,2,3,Instinct
850,8,6,1,16,6,4,12,0,2,0,0,4,2,0,0,0,0,0,3,2,0,9,7,0,3,5,1,0,0,1,3,1,2,0,1,6,4,1,2,Mystic
851,5,6,1,13,2,6,9,0,0,2,2,2,0,0,1,0,0,0,3,2,0,7,3,1,1,1,4,0,1,1,1,3,2,1,2,3,0,2,2,Mystic
852,8,8,0,17,4,10,14,0,4,4,2,4,6,2,0,1,0,0,0,2,0,6,10,2,2,2,8,0,0,0,2,5,4,0,3,5,2,2,3,Valor
853,6,3,0,10,0,6,9,2,0,2,2,0,2,2,0,1,0,2,2,2,2,6,6,0,1,0,5,0,0,0,0,3,2,0,3,3,0,0,3,Mystic
854,11,4,0,16,2,6,14,2,0,2,0,0,4,2,0,1,0,0,2,2,0,7,15,2,0,0,6,0,0,0,1,3,1,0,1,6,1,2,5,Mystic
855,8,7,2,18,4,2,15,0,2,0,2,2,2,2,0,0,0,0,2,0,2,6,10,0,2,2,0,0,0,2,3,1,6,1,0,5,3,1,3,Mystic
856,10,4,0,15,2,4,17,0,0,0,0,0,4,2,0,1,0,0,2,2,2,6,14,1,2,1,2,0,0,0,1,2,5,0,1,6,1,1,4,Mystic
857,6,7,3,17,6,2,10,0,2,0,2,4,0,0,0,0,0,0,3,0,2,7,5,1,1,3,0,0,1,3,3,1,3,1,0,5,4,2,1,Instinct
858,5,5,0,11,4,2,9,0,2,0,0,2,0,2,0,1,0,0,0,0,2,4,6,0,1,4,1,0,0,0,1,1,2,1,1,2,1,0,3,Valor
859,10,12,7,30,10,10,16,0,2,0,6,2,2,0,1,0,1,3,1,4,4,7,13,5,2,3,3,3,2,7,5,4,4,6,4,5,1,6,5,Instinct
860,9,6,0,16,0,10,16,0,0,2,6,0,6,2,0,1,0,0,2,0,0,6,12,0,3,0,7,0,0,0,0,4,6,0,1,6,0,4,3,Valor
861,13,7,2,23,8,6,19,0,2,0,0,2,6,2,0,0,0,0,6,4,2,9,17,1,2,6,3,1,0,2,3,3,4,3,3,6,2,1,7,Mystic
862,6,6,0,13,2,8,11,2,2,0,4,0,4,2,0,1,0,0,0,2,0,6,6,0,4,2,4,0,0,0,1,3,4,1,1,3,0,3,3,Valor
863,8,13,0,22,18,6,15,0,4,0,4,8,2,2,0,1,0,0,2,0,0,6,10,6,2,12,4,0,0,0,9,3,5,5,1,5,4,2,3,Valor
864,13,11,0,25,12,10,21,2,4,2,4,4,4,2,0,1,0,0,4,2,4,9,17,4,3,8,7,0,0,0,4,5,7,3,3,6,3,2,7,Valor
865,9,4,0,14,2,4,16,2,2,0,2,2,2,2,0,1,0,0,2,2,2,6,12,2,0,0,4,0,0,0,1,1,6,0,0,6,1,2,3,Valor
866,14,7,0,22,4,4,19,0,0,0,0,2,2,2,0,1,0,0,8,2,2,9,19,0,2,4,2,0,0,0,2,2,4,1,2,7,1,0,7,Valor
867,6,3,0,10,4,2,10,0,0,0,2,2,2,2,0,1,0,0,2,0,0,6,6,1,0,3,2,0,0,0,1,1,3,2,1,3,0,0,3,Instinct
868,5,4,0,10,2,2,9,0,2,0,0,2,2,2,0,1,0,0,2,0,0,4,6,0,2,2,0,0,0,0,1,1,2,1,1,2,0,0,3,Mystic
869,10,11,0,22,12,4,17,0,6,0,0,4,2,2,0,1,0,2,2,0,2,6,14,4,2,8,2,0,0,0,5,2,6,4,0,6,2,2,4,Valor
870,8,11,6,26,6,12,11,0,0,0,2,2,0,2,1,0,0,6,0,10,0,5,11,2,2,4,4,1,5,6,1,7,1,3,5,5,0,7,3,Instinct
871,12,9,4,26,10,6,18,2,0,2,0,6,4,2,0,1,0,0,8,4,0,8,16,2,1,7,2,2,1,4,5,5,4,5,1,6,1,5,6,Mystic
872,8,6,0,15,4,8,13,0,0,0,2,4,2,0,0,0,1,0,4,4,2,4,12,4,1,0,7,0,0,0,2,3,3,2,1,4,0,3,4,Valor
873,7,8,4,20,6,6,12,0,2,2,2,2,0,0,0,1,0,2,4,2,4,3,11,3,0,1,5,0,1,4,3,2,4,4,3,2,1,1,5,Mystic
874,4,7,0,12,4,10,7,0,0,0,4,0,2,0,0,1,1,0,0,2,0,1,7,4,3,0,7,0,0,0,2,3,2,2,2,2,0,3,2,Valor
875,12,6,1,20,8,2,17,2,2,0,0,2,2,0,0,0,0,0,6,0,4,7,17,3,0,5,1,0,1,1,3,1,4,1,2,7,3,0,5,Instinct
876,9,9,4,23,10,4,14,0,2,0,0,6,0,2,0,1,0,1,4,4,0,6,12,1,1,7,2,0,1,4,3,2,2,4,2,4,3,1,5,Mystic
877,8,4,0,13,4,4,13,2,2,0,2,4,2,2,0,1,1,0,0,2,0,6,10,3,1,1,3,0,0,0,2,1,3,1,1,4,1,1,4,Instinct
878,4,6,0,11,6,6,8,0,2,2,4,2,2,0,0,0,0,0,0,0,0,1,7,4,2,2,4,0,0,0,2,3,3,2,1,3,1,2,1,Valor
879,5,5,1,12,4,4,9,0,2,0,2,0,0,0,0,0,0,1,0,0,4,3,7,2,1,1,3,0,0,1,1,1,2,1,0,4,2,2,1,Mystic
880,7,6,2,16,6,4,12,0,0,0,2,2,2,0,0,0,0,1,2,0,2,4,10,3,0,2,4,0,0,2,3,1,3,2,1,3,2,1,4,Mystic
881,8,6,2,17,4,6,13,2,2,2,2,0,4,0,0,0,0,0,0,2,2,4,12,2,1,2,3,2,0,2,0,3,3,1,2,4,1,3,4,Mystic
882,6,8,4,19,4,8,10,2,0,2,2,0,4,0,0,1,0,0,2,2,2,3,9,2,2,2,2,2,2,4,1,5,3,1,6,2,1,2,4,Instinct
883,5,7,0,13,8,6,9,0,0,0,4,6,0,0,0,1,0,0,2,0,0,3,7,3,4,5,2,0,0,0,4,3,3,3,1,2,1,2,3,Valor
884,6,7,0,14,4,10,12,0,2,6,4,2,4,0,0,1,0,0,0,0,0,3,9,3,3,1,7,0,0,0,2,5,4,1,3,2,1,2,4,Valor
885,13,8,4,26,4,12,17,2,0,2,0,2,2,0,1,1,0,4,5,10,2,8,18,0,4,3,5,2,1,4,1,5,2,0,6,7,3,3,6,Mystic
886,6,6,1,14,2,6,10,0,0,2,0,0,2,0,0,0,0,1,4,2,2,4,8,2,0,0,5,0,1,1,0,3,3,1,1,3,0,3,3,Instinct
887,9,8,0,18,4,10,15,0,2,0,4,2,6,0,0,1,1,0,2,4,0,6,12,2,3,2,7,0,0,0,2,4,4,1,4,4,1,1,5,Valor
888,6,5,0,12,6,4,11,0,2,0,2,2,2,0,0,0,0,0,2,0,0,4,8,4,0,2,4,0,0,0,3,1,4,1,1,4,2,1,2,Instinct
889,10,9,0,20,4,14,15,2,2,4,2,2,6,2,1,1,0,2,4,6,0,6,14,0,6,4,8,0,0,0,2,6,4,1,5,5,1,2,5,Valor
890,5,4,0,10,4,4,9,0,0,0,0,2,0,2,0,1,0,0,0,0,0,3,7,2,2,2,2,0,0,0,2,1,2,2,0,4,0,2,1,Mystic
891,8,6,1,16,8,0,14,2,4,0,0,6,0,0,0,0,0,0,2,0,0,4,12,4,0,3,0,0,0,1,4,0,4,2,0,4,3,0,4,Mystic
892,9,9,4,23,10,4,13,2,2,0,2,0,0,2,1,1,0,0,2,2,4,6,12,1,1,7,1,2,0,4,3,1,3,5,2,4,2,2,5,Instinct
893,8,9,0,18,10,4,15,0,6,0,0,4,2,2,0,1,0,0,2,0,0,6,10,3,2,7,2,0,0,0,5,2,5,4,1,3,1,1,5,Valor
894,8,4,0,13,4,2,12,0,0,0,0,2,0,2,0,1,0,0,4,2,2,6,10,1,1,3,1,0,0,0,2,1,2,1,0,4,1,1,4,Valor
895,8,6,0,15,4,8,13,2,4,0,2,0,6,0,0,0,0,0,2,2,2,4,12,1,4,3,4,0,0,0,2,3,4,0,3,4,2,1,4,Valor
896,7,9,4,21,6,8,12,0,2,2,2,2,2,2,0,1,0,1,4,4,0,4,10,2,0,3,5,0,3,4,3,4,4,2,5,2,2,2,5,Instinct
897,4,4,0,9,2,6,8,0,0,2,2,0,4,2,0,1,0,0,0,0,0,3,5,1,3,1,3,0,0,0,1,3,2,0,2,3,1,1,1,Instinct
898,4,3,0,8,4,2,7,0,2,0,0,4,0,0,0,1,0,0,2,2,0,3,5,3,1,1,1,0,0,0,2,0,2,1,0,3,1,1,1,Valor
899,7,5,1,14,6,4,12,0,4,0,2,2,2,0,0,0,0,0,0,0,0,6,8,1,1,5,2,1,0,1,2,3,4,1,1,4,2,2,3,Instinct
900,9,8,3,21,0,10,15,0,0,0,6,0,6,0,0,1,0,1,4,0,4,6,12,0,3,0,4,1,2,3,0,6,5,0,6,4,0,2,5,Instinct
901,13,7,0,21,2,10,22,0,2,0,4,2,10,0,0,1,0,0,4,2,0,6,20,0,6,2,4,0,0,0,1,5,8,0,4,7,1,1,6,Valor
902,9,9,5,24,0,16,16,0,0,6,6,0,4,2,1,1,1,2,3,4,4,6,12,0,3,0,8,2,3,5,0,8,5,0,7,4,0,6,5,Mystic
903,13,8,3,25,4,6,18,0,0,0,0,0,0,0,0,1,0,4,2,6,0,8,18,1,2,3,4,0,0,3,2,2,4,1,3,7,1,0,6,Mystic
904,4,2,0,7,2,2,8,0,2,0,0,0,2,2,0,1,0,0,0,0,0,2,6,1,2,1,0,0,0,0,1,1,2,0,1,3,1,0,1,Mystic
905,7,10,0,18,4,4,13,0,2,0,2,0,4,2,0,1,0,0,0,0,0,6,8,2,0,2,4,0,0,0,1,2,4,1,1,3,1,1,4,Valor
906,7,3,0,11,0,2,11,0,0,0,0,0,2,0,0,1,0,0,6,0,2,3,11,0,2,0,0,0,0,0,0,1,3,0,1,5,0,0,2,Instinct
907,7,9,4,21,4,10,11,0,0,6,0,2,2,2,0,1,2,1,4,4,0,4,10,1,2,3,4,1,3,4,1,5,1,1,6,2,1,3,5,Instinct
908,8,9,5,23,2,6,13,0,0,2,0,0,0,2,0,1,0,2,5,4,2,6,10,2,0,0,4,0,2,5,0,2,3,1,3,3,0,2,5,Mystic
