,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['gen', 'usd', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
2887,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2888,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2889,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2890,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2891,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
2892,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2893,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2894,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2895,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2896,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2897,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2898,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2899,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
2900,2,5,0,0,0,5,5,1,3,2,0,0,1,4,5,12,Trusted
2901,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2902,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
2903,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2904,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2905,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2906,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2907,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2908,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2909,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2910,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2911,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2912,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2913,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2914,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2915,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2916,2,7,0,0,1,5,6,1,3,5,0,0,2,6,8,14,Trusted
2917,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
2918,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2919,2,17,0,0,1,25,17,1,3,12,0,9,1,14,24,45,Trusted
2920,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2921,2,9,0,0,1,6,9,1,5,7,0,0,3,9,12,18,Trusted
2922,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2923,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2924,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
2925,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2926,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2927,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2928,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2929,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2930,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2931,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2932,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2933,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2934,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2935,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2936,2,10,0,1,1,10,9,1,3,7,0,2,2,9,13,23,Trusted
2937,2,7,0,0,1,5,6,1,3,5,0,0,2,6,8,14,Trusted
2938,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2939,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2940,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2941,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
2942,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2943,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2944,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2945,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2946,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2947,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2948,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2949,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2950,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
2951,2,10,0,1,1,11,9,1,3,7,1,1,2,9,13,24,Trusted
2952,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2953,2,10,0,1,1,10,9,1,3,7,0,2,2,9,13,23,Trusted
2954,2,7,0,0,1,5,6,1,3,5,0,0,2,6,8,14,Trusted
2955,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2956,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
2957,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2958,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2959,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2960,2,8,0,0,0,6,9,1,5,8,0,0,4,9,13,17,Trusted
2961,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2962,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2963,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2964,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2965,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2966,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2967,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2968,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2969,2,11,0,0,1,7,10,1,5,9,0,0,4,10,14,20,Trusted
2970,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2971,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
2972,2,14,0,0,0,9,10,1,3,13,0,0,7,9,16,21,Trusted
2973,2,10,0,0,1,15,11,1,3,8,0,5,1,10,16,29,Trusted
2974,2,10,0,1,1,10,9,1,3,7,0,2,2,9,13,23,Trusted
2975,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2976,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2977,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2978,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2979,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2980,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2981,2,12,0,0,1,12,10,1,3,10,0,3,3,10,16,25,Trusted
2982,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2983,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2984,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2985,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2986,0,0,0,0,0,0,2,1,2,0,0,0,0,2,2,4,Trusted
2987,2,10,0,1,1,11,9,1,3,7,1,1,2,9,13,24,Trusted
2988,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
2989,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2990,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2991,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2992,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
2993,2,10,0,1,1,11,9,1,3,7,1,1,2,10,14,24,Trusted
2994,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
2995,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2996,2,22,0,0,0,13,14,1,3,20,0,0,11,12,23,29,Trusted
2997,2,5,0,0,0,6,6,1,3,2,0,0,2,5,7,14,Trusted
2998,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
2999,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3000,2,10,0,1,1,10,9,1,3,7,0,2,2,9,13,23,Trusted
3001,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
3002,2,9,0,0,1,9,8,1,3,7,0,2,2,9,13,20,Trusted
3003,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3004,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3005,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
3006,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3007,2,10,0,0,0,7,12,1,7,10,0,0,5,12,17,21,Uncertain
3008,2,10,0,1,1,11,9,1,3,7,1,1,2,9,13,24,Trusted
3009,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3010,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3011,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3012,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3013,2,17,1,1,1,41,18,1,3,13,4,1,1,17,28,64,Trusted
3014,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3015,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3016,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3017,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3018,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3019,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3020,2,9,0,1,1,11,9,1,3,6,0,3,1,9,13,24,Trusted
3021,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3022,2,9,0,1,1,11,9,1,3,6,0,3,1,9,13,24,Trusted
3023,2,44,2,9,4,124,29,1,3,26,1,2,1,28,52,175,Trusted
3024,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3025,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3026,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3027,2,9,0,1,1,11,9,1,3,6,0,3,1,9,13,24,Trusted
3028,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3029,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3030,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3031,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3032,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3033,2,10,0,1,1,10,11,1,5,7,0,2,2,11,15,25,Trusted
3034,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3035,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3036,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3037,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3038,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3039,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
3040,2,9,0,1,1,11,9,1,3,6,0,3,1,9,13,24,Trusted
3041,2,10,0,0,1,11,8,1,3,8,0,3,2,8,13,22,Trusted
3042,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3043,2,6,0,0,1,6,6,1,3,4,0,1,1,6,8,15,Trusted
3044,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
3045,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3046,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3047,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3048,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3049,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
3050,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3051,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3052,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3053,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3054,2,10,0,0,0,8,7,1,3,4,0,0,2,5,7,17,Trusted
3055,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
3056,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3057,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3058,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3059,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3060,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3061,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3062,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3063,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3064,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3065,2,9,0,1,1,8,10,1,5,6,0,1,2,10,13,22,Trusted
3066,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
3067,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3068,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3069,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3070,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3071,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3072,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3073,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3074,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3075,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3076,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3077,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3078,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3079,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
3080,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3081,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3082,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3083,2,10,0,0,1,11,9,1,3,8,0,3,2,9,14,23,Trusted
3084,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3085,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3086,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3087,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3088,2,39,0,1,1,32,25,1,3,36,3,2,15,25,45,61,Trusted
3089,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3090,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3091,2,6,0,0,1,6,6,1,3,4,0,1,1,6,8,15,Trusted
3092,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3093,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3094,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3095,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3096,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3097,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3098,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3099,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3100,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3101,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3102,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3103,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3104,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
3105,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3106,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3107,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3108,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3109,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3110,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3111,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3112,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3113,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3114,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3115,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3116,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3117,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3118,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3119,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
3120,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3121,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3122,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3123,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
3124,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3125,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3126,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3127,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3128,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3129,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3130,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
3131,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3132,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3133,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3134,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3135,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3136,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3137,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3138,2,8,0,0,1,7,7,1,3,6,0,1,2,7,10,17,Trusted
3139,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3140,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3141,2,10,0,1,1,11,9,1,3,7,1,1,2,9,13,24,Trusted
3142,2,6,0,0,0,5,8,1,5,6,0,0,3,8,11,15,Trusted
3143,2,8,0,0,1,10,8,1,3,5,0,3,1,7,11,21,Trusted
3144,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3145,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3146,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3147,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3148,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3149,2,4,0,0,0,4,7,1,5,4,0,0,2,7,9,13,Trusted
3150,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3151,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3152,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3153,2,4,0,0,0,4,7,1,5,4,0,0,2,7,9,13,Trusted
3154,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3155,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3156,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3157,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3158,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3159,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3160,2,9,0,0,1,9,8,1,3,7,0,2,2,8,12,20,Trusted
3161,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3162,2,8,0,0,1,7,9,1,5,6,0,1,2,9,12,19,Trusted
3163,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3164,2,10,0,1,1,10,9,1,3,7,0,2,2,9,13,23,Trusted
3165,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3166,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3167,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3168,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3169,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3170,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3171,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3172,2,14,0,0,1,13,11,1,3,12,0,3,4,11,18,27,Trusted
3173,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3174,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3175,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3176,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3177,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3178,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3179,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3180,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3181,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3182,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3183,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3184,2,8,0,0,1,7,7,1,3,6,0,1,2,7,10,17,Trusted
3185,2,11,0,1,1,14,10,1,3,8,2,1,2,10,15,28,Trusted
3186,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3187,2,11,1,1,1,12,10,1,3,7,1,1,2,10,14,27,Trusted
3188,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3189,2,10,0,1,1,10,9,1,3,7,0,2,2,9,13,23,Trusted
3190,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3191,2,9,0,0,0,7,7,1,3,6,0,0,3,6,9,16,Trusted
3192,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3193,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3194,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
3195,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3196,2,0,0,0,0,2,3,1,3,0,0,0,0,3,3,7,Trusted
3197,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3198,2,9,0,1,1,11,9,1,3,6,0,3,1,9,13,24,Trusted
3199,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3200,2,8,0,0,1,10,8,1,3,6,0,3,1,8,12,21,Trusted
3201,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3202,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3203,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3204,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3205,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3206,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3207,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3208,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3209,2,7,0,0,1,8,7,1,3,5,0,2,1,7,10,18,Trusted
3210,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3211,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3212,2,6,0,0,0,5,6,1,3,6,0,0,3,6,9,13,Trusted
3213,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3214,2,9,0,0,1,9,8,1,3,7,0,2,2,9,13,20,Trusted
3215,2,2,0,0,0,3,4,1,3,2,0,0,1,4,5,9,Trusted
3216,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3217,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3218,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3219,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3220,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3221,2,4,0,0,0,4,5,1,3,4,0,0,2,5,7,11,Trusted
3222,2,9,0,1,1,11,9,1,3,6,0,3,1,9,13,24,Trusted
3223,2,8,0,0,1,7,7,1,3,6,0,1,2,7,10,17,Trusted
3224,2,5,0,0,1,4,5,1,3,3,0,0,1,5,6,12,Trusted
3225,2,12,0,0,1,8,8,1,3,7,0,0,3,7,10,19,Trusted
