,"[('der', 'gen'), ('der', 'usd'), ('ent', 'ent')]","[['der', 'der', 'ent']]","[['der', 'ent'], ['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['der', 'ent'], ['gen', 'act']]","[['der', 'ent'], ['gen', 'act']]","[['der', 'ent']]","[['usd', 'der', 'ent']]","[['usd', 'ent'], ['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent'], ['usd', 'ent']]","[['usd', 'ent']]",act,ent,label
2944,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
2945,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2946,4,4,0,4,4,2,8,0,4,4,8,11,Trusted
2947,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
2948,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2949,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2950,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
2951,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2952,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
2953,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2954,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2955,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2956,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
2957,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
2958,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
2959,34,17,2,33,16,2,25,4,1,14,26,55,Trusted
2960,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2961,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2962,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
2963,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2964,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2965,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2966,4,6,1,5,4,2,7,1,2,4,7,13,Trusted
2967,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2968,14,12,1,16,8,2,14,2,1,8,14,29,Trusted
2969,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2970,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
2971,5,6,1,6,4,2,7,2,1,4,7,14,Trusted
2972,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2973,2,0,0,1,1,2,1,0,1,0,1,5,Uncertain
2974,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2975,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2976,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2977,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2978,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2979,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2980,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2981,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
2982,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2983,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2984,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2985,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2986,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2987,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
2988,12,11,1,14,7,2,12,1,1,7,12,26,Trusted
2989,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2990,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
2991,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2992,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
2993,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2994,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2995,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
2996,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2997,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
2998,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
2999,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3000,15,13,1,17,9,2,16,2,2,9,16,31,Trusted
3001,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3002,6,7,1,7,5,2,9,2,2,5,9,16,Trusted
3003,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
3004,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3005,13,8,1,9,11,2,11,3,2,6,11,24,Trusted
3006,17,8,1,10,14,2,11,3,2,6,11,28,Trusted
3007,11,11,2,12,8,2,12,4,1,7,12,25,Trusted
3008,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3009,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3010,33,13,1,21,25,2,22,7,4,12,23,50,Trusted
3011,17,4,0,5,17,2,9,0,5,5,10,25,Trusted
3012,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
3013,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3014,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3015,5,11,2,10,8,2,8,1,3,7,11,24,Uncertain
3016,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3017,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3018,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3019,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3020,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3021,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3022,15,13,1,17,9,2,16,2,2,9,16,31,Trusted
3023,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3024,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3025,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3026,2,5,1,3,3,2,5,0,2,3,5,10,Trusted
3027,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3028,12,12,2,13,9,2,14,4,2,8,14,27,Trusted
3029,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3030,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3031,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3032,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3033,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3034,14,12,1,16,8,2,14,2,1,8,14,29,Trusted
3035,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3036,2,0,0,1,1,2,1,0,1,0,1,5,Uncertain
3037,15,13,1,17,9,2,16,2,2,9,16,31,Trusted
3038,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3039,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
3040,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3041,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3042,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3043,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3044,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3045,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3046,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3047,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3048,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3049,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3050,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
3051,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3052,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3053,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3054,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
3055,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3056,3,4,0,4,3,2,4,0,2,2,4,10,Uncertain
3057,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3058,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3059,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3060,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
3061,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3062,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3063,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
3064,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3065,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3066,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3067,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3068,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3069,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3070,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3071,6,7,1,6,6,2,10,0,5,5,10,16,Trusted
3072,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3073,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3074,6,5,1,6,4,2,6,2,1,3,6,14,Uncertain
3075,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3076,6,4,0,5,5,2,10,0,5,5,10,13,Trusted
3077,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3078,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
3079,14,9,1,14,9,2,14,5,2,8,15,27,Trusted
3080,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3081,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3082,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3083,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3084,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3085,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3086,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3087,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3088,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
3089,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
3090,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3091,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3092,23,14,3,21,12,2,18,3,1,10,18,40,Trusted
3093,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3094,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
3095,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3096,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3097,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3098,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3099,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3100,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3101,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3102,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3103,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3104,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3105,14,9,1,14,9,2,14,5,2,8,15,27,Trusted
3106,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3107,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
3108,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3109,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3110,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3111,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3112,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3113,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
3114,6,3,0,3,6,2,6,0,3,3,6,12,Trusted
3115,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3116,12,12,1,13,9,2,14,4,2,8,14,27,Trusted
3117,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3118,33,14,1,30,15,2,21,1,1,12,22,51,Trusted
3119,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3120,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3121,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3122,8,4,2,10,7,2,5,3,1,5,9,22,Uncertain
3123,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3124,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3125,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3126,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3127,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3128,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3129,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3130,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3131,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3132,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3133,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3134,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3135,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3136,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3137,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3138,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3139,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3140,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3141,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3142,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3143,3,1,0,2,2,2,3,0,2,1,3,7,Uncertain
3144,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3145,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3146,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3147,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3148,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3149,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3150,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3151,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3152,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3153,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3154,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3155,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3156,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3157,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3158,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3159,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3160,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3161,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3162,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3163,2,5,1,3,3,2,5,0,2,3,5,10,Trusted
3164,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3165,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
3166,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3167,6,4,1,5,4,2,4,1,1,2,4,13,Uncertain
3168,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3169,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3170,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3171,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3172,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3173,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3174,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3175,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3176,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3177,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3178,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3179,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3180,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3181,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3182,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3183,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3184,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3185,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3186,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3187,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3188,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3189,18,8,1,15,11,2,13,4,3,7,14,30,Uncertain
3190,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3191,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3192,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3193,12,6,2,14,9,2,9,5,1,7,13,28,Uncertain
3194,27,10,1,25,16,2,15,8,2,10,20,45,Uncertain
3195,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3196,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3197,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3198,12,8,1,8,11,2,11,1,4,6,11,23,Trusted
3199,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3200,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3201,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3202,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3203,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3204,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3205,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3206,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3207,4,6,1,5,4,2,7,1,2,4,7,13,Trusted
3208,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3209,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3210,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3211,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3212,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3213,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3214,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3215,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3216,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3217,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3218,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3219,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3220,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3221,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3222,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3223,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3224,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3225,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3226,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3227,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3228,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3229,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3230,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3231,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3232,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3233,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3234,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3235,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3236,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3237,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3238,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3239,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3240,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3241,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3242,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3243,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3244,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3245,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3246,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3247,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3248,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3249,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3250,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3251,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3252,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3253,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3254,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3255,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3256,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3257,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3258,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3259,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3260,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3261,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3262,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3263,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3264,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3265,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3266,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3267,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3268,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3269,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3270,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3271,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3272,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3273,3,6,1,4,4,2,7,0,3,4,7,12,Trusted
3274,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3275,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3276,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3277,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3278,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3279,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3280,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3281,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3282,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3283,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3284,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3285,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3286,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3287,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3288,10,1,0,6,19,2,3,0,4,5,9,28,Uncertain
3289,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3290,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3291,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3292,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3293,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3294,10,8,1,10,7,2,12,3,3,6,12,21,Trusted
3295,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3296,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3297,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3298,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3299,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3300,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3301,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3302,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3303,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3304,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3305,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3306,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3307,8,8,1,9,6,2,11,3,2,6,11,19,Trusted
3308,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3309,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3310,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3311,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3312,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3313,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3314,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3315,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3316,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3317,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3318,7,5,1,7,5,2,6,2,1,4,7,16,Uncertain
3319,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3320,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3321,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3322,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3323,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3324,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3325,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3326,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3327,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3328,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3329,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3330,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3331,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3332,11,2,0,3,11,2,5,0,3,3,6,17,Uncertain
3333,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3334,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3335,7,7,1,8,5,2,9,3,1,5,9,17,Trusted
3336,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3337,12,4,1,9,19,2,9,0,7,9,16,32,Trusted
3338,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3339,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3340,3,5,1,4,3,2,5,1,1,3,5,11,Trusted
3341,4,4,1,4,3,2,4,1,1,2,4,11,Uncertain
3342,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3343,1,4,1,2,2,2,3,0,1,2,3,8,Trusted
3344,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3345,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3346,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3347,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3348,2,1,0,1,2,2,2,0,1,1,2,6,Trusted
3349,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3350,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3351,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3352,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3353,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3354,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3355,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3356,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3357,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3358,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3359,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3360,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3361,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3362,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3363,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3364,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3365,3,3,0,3,3,2,6,0,3,3,6,9,Trusted
3366,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3367,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3368,1,1,0,1,1,2,2,0,1,1,2,5,Trusted
3369,0,0,0,0,0,2,0,0,0,0,0,3,Uncertain
3370,2,2,0,2,2,2,4,0,2,2,4,7,Trusted
3371,9,9,1,10,7,2,13,3,3,7,13,21,Trusted
